sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
BA	Santa Brígida	2023	39.13	46.19	100	4.17	24.79	62	8.71	11
MG	Cascalho Rico	2023	38.11	85.30	0	30.72	52.19	68	2.69	85
MG	Congonhas	2023	67.38	99.99	100	13.78	90.38	68	28.28	33
MG	Coronel Murta	2023	54.44	79.90	100	12.70	61.04	66	2.16	54
MG	Córrego Danta	2023	73.66	85.99	100	91.46	91.14	44	15.64	71
MG	Divino	2023	35.86	91.17	0	6.03	67.88	14	15.50	48
MG	Goianá	2023	63.19	96.14	100	25.69	74.24	35	17.10	68
MG	Ibituruna	2023	37.61	94.68	0	15.44	65.98	7	23.01	37
MG	Jaboticatubas	2023	47.67	89.88	0	17.35	85.72	64	40.29	39
MG	José Gonçalves de Minas	2023	37.58	91.08	0	26.23	61.92	25	5.92	72
MG	Lagoa Grande	2023	37.28	80.61	0	13.93	75.16	78	4.03	34
MG	Mateus Leme	2023	66.95	99.56	100	10.46	85.78	51	30.34	59
MG	Nova Lima	2023	73.08	99.85	100	18.64	90.95	83	31.29	91
MG	Pedra Azul	2023	55.77	89.05	100	5.97	58.92	54	12.54	51
MG	Presidente Olegário	2023	60.15	77.01	100	15.54	74.06	74	15.38	60
MG	Santo Antônio do Monte	2023	58.33	89.76	100	9.92	80.32	15	27.19	8
MG	São Bento Abade	2023	42.15	99.04	0	17.67	75.13	33	14.47	67
MG	Tarumirim	2023	35.32	82.16	0	19.82	64.48	28	2.41	73
MG	Uberaba	2023	73.39	98.49	100	15.78	91.51	100	37.40	68
MG	Volta Grande	2023	35.13	77.28	0	18.75	67.22	43	5.46	53
RJ	Casimiro de Abreu	2023	69.10	98.80	100	10.84	89.90	82	20.98	82
SP	Barra Bonita	2023	69.23	99.87	100	7.28	90.50	70	36.39	50
SP	Borborema	2023	62.39	95.09	100	10.25	84.32	26	27.21	36
SP	Corumbataí	2023	68.80	94.57	100	49.64	90.93	66	16.12	33
SP	Garça	2023	68.36	96.48	100	4.45	86.86	69	31.01	81
SP	Guaraçaí	2023	60.24	87.16	100	11.19	79.78	75	17.43	16
SP	Presidente Bernardes	2023	63.25	90.78	100	12.93	71.22	77	22.54	62
SP	Santa Bárbara d'Oeste	2023	70.73	99.97	100	8.06	89.76	86	31.22	76
SP	Santo André	2023	69.94	100.00	100	6.42	87.37	89	33.43	64
SP	São João das Duas Pontes	2023	57.38	96.36	100	16.14	61.15	31	21.88	21
SP	Turiúba	2023	62.48	98.24	100	45.82	82.24	23	0.56	45
PR	Entre Rios do Oeste	2023	67.94	91.87	100	13.66	90.32	64	31.32	60
PR	Ibaiti	2023	62.10	89.82	100	4.33	77.33	67	20.76	60
PR	Ibema	2023	62.82	92.61	100	16.75	86.56	67	13.68	31
PR	Rio Negro	2023	66.69	90.65	100	6.65	87.16	87	23.00	71
PR	Santo Antônio do Sudoeste	2023	57.96	87.79	100	5.28	54.56	76	18.84	64
SC	Abelardo Luz	2023	52.00	59.40	100	3.59	63.06	66	12.38	53
SC	Bom Jesus	2023	62.54	99.44	100	22.50	65.50	73	9.88	66
SC	Frei Rogério	2023	48.60	43.23	100	25.91	42.37	78	4.21	73
SC	Balneário Piçarras	2023	70.93	100.00	100	14.59	81.85	60	49.57	57
SC	Rodeio	2023	61.26	88.71	100	11.43	75.23	67	28.69	16
RS	Bento Gonçalves	2023	71.94	99.46	100	12.68	90.46	72	33.57	91
RS	Mariana Pimentel	2023	53.63	74.72	100	15.95	47.91	39	14.92	77
RS	Marques de Souza	2023	70.77	96.44	100	62.96	90.81	73	16.49	24
RS	Pareci Novo	2023	56.28	100.00	100	14.47	45.02	4	27.21	58
RS	Pinheiro Machado	2023	71.06	80.27	100	16.71	71.77	67	79.21	42
RS	São Borja	2023	65.20	90.06	100	5.58	78.60	73	26.04	82
RS	São Leopoldo	2023	72.18	100.00	100	9.67	90.06	84	34.84	86
RS	Tunas	2023	42.81	61.08	100	5.66	38.82	24	7.83	24
RS	Westfalia	2023	55.62	97.65	100	13.44	32.51	28	31.21	58
MT	Acorizal	2023	52.76	55.39	100	16.61	64.64	64	6.27	65
MT	Jauru	2023	56.15	60.12	100	9.96	71.94	85	4.26	84
MT	Juara	2023	62.93	77.64	100	6.56	88.10	79	12.12	85
GO	Brazabrantes	2023	53.63	79.57	100	10.43	65.34	4	4.81	86
GO	Campos Belos	2023	62.85	89.47	100	6.90	90.36	75	7.38	61
GO	Cumari	2023	51.26	85.99	100	21.34	19.06	55	23.25	42
GO	Nova Roma	2023	31.00	48.02	0	20.31	72.13	24	1.39	79
GO	Santo Antônio do Descoberto	2023	62.71	96.34	100	10.10	68.57	87	10.39	80
GO	Trindade	2023	64.63	98.62	100	9.50	84.71	73	6.79	81
GO	Uruaçu	2023	68.34	91.69	100	11.26	90.07	88	20.82	83
GO	Valparaíso de Goiás	2023	67.87	100.00	100	7.96	81.68	82	26.01	74
RO	Buritis	2022	62.07	71.60	100	4.76	91.45	53	22.78	74
AC	Brasiléia	2022	53.16	66.79	100	3.84	76.24	45	6.06	49
AC	Sena Madureira	2022	51.32	66.72	100	3.22	70.50	68	1.33	30
AM	Fonte Boa	2022	27.30	66.10	0	1.93	37.28	56	0.45	88
PA	Breves	2022	27.98	54.08	0	2.02	48.49	65	3.22	80
PA	Capitão Poço	2022	50.40	65.85	100	4.44	47.18	80	13.96	37
PA	Conceição do Araguaia	2022	56.60	73.19	100	4.11	73.82	52	17.09	54
PA	Cumaru do Norte	2022	17.25	31.43	0	4.75	37.15	30	10.01	9
PA	Igarapé-Açu	2022	54.78	76.93	100	2.33	60.36	86	6.52	59
PA	Itaituba	2022	57.26	81.11	100	2.97	80.47	37	4.41	79
PA	Novo Progresso	2022	56.12	70.69	100	1.49	77.06	61	5.15	77
PA	Quatipuru	2022	55.17	92.66	100	4.34	54.45	63	16.35	27
PA	Rondon do Pará	2022	48.66	73.52	100	2.51	46.99	38	6.55	57
PA	São Domingos do Araguaia	2022	54.00	72.74	100	3.95	68.05	65	5.09	55
PA	Senador José Porfírio	2022	21.60	51.31	0	4.43	34.47	18	0.68	76
TO	Aguiarnópolis	2022	54.05	87.19	100	11.11	65.91	6	4.28	68
TO	Dianópolis	2022	56.50	87.27	100	4.70	76.72	23	2.53	77
TO	Goianorte	2022	28.22	59.07	0	10.55	44.31	65	1.39	71
MA	Paulino Neves	2022	45.34	55.92	100	3.91	36.01	54	4.79	72
MA	Pirapemas	2022	48.56	71.16	100	1.88	41.79	58	0.14	79
PI	Acauã	2022	39.71	27.17	100	7.79	46.66	6	7.58	57
PI	Barra D'Alcântara	2022	32.06	81.83	0	4.17	62.64	3	14.76	46
PI	Belém do Piauí	2022	31.60	75.33	0	14.60	57.53	25	0.29	73
PI	Campinas do Piauí	2022	23.23	46.05	0	10.12	45.59	14	2.01	70
PI	Guaribas	2022	18.66	45.79	0	7.79	35.16	8	2.26	38
PI	Luzilândia	2022	51.19	66.11	100	4.60	51.40	84	9.85	44
PI	Paquetá	2022	45.63	65.15	100	17.48	16.26	68	8.89	57
PI	Passagem Franca do Piauí	2022	51.41	62.33	100	16.12	59.39	62	2.90	53
PI	Pio IX	2022	39.87	35.59	100	1.89	27.76	58	8.45	54
PI	Várzea Branca	2022	21.76	42.56	0	9.89	48.22	4	0.04	64
CE	Morada Nova	2022	57.52	80.98	100	5.17	61.58	88	19.37	40
CE	Pacoti	2022	56.97	98.73	100	17.87	54.69	66	0.79	56
CE	Parambu	2022	51.96	75.85	100	7.42	46.48	62	4.48	78
CE	Potengi	2022	57.31	94.10	100	11.32	55.85	74	12.98	39
RN	Campo Grande	2022	23.63	62.08	0	3.42	47.18	12	10.06	17
RN	Caiçara do Norte	2022	26.84	98.40	0	2.65	5.64	62	0.10	82
RN	Caiçara do Rio do Vento	2022	58.37	94.08	100	10.20	71.53	60	11.38	28
RN	Jardim do Seridó	2022	60.01	90.79	100	4.29	74.36	71	18.05	37
RN	Montanhas	2022	54.32	98.65	100	2.91	64.22	54	5.91	11
PB	Barra de Santana	2022	20.92	45.55	0	8.27	23.76	40	12.48	47
PB	Juarez Távora	2022	29.82	89.63	0	8.55	47.44	25	0.03	49
PB	São José do Brejo do Cruz	2022	34.12	79.69	0	19.61	67.19	28	1.89	54
PE	Araripina	2022	56.60	77.18	100	3.13	55.29	72	19.80	75
PE	Carnaubeira da Penha	2022	40.89	30.71	100	6.81	23.55	88	7.55	60
PE	Fernando de Noronha	2022	51.71	100.00	0	36.82	93.41	83	13.70	76
PE	Pedra	2022	46.18	57.19	100	2.19	39.61	50	7.69	70
SE	Campo do Brito	2022	56.03	99.87	100	3.67	57.73	34	11.21	57
SE	Nossa Senhora das Dores	2022	53.76	89.77	100	2.67	58.38	30	9.45	58
SE	Nossa Senhora do Socorro	2022	67.10	99.71	100	4.42	81.40	77	22.47	87
SE	São Cristóvão	2022	64.54	99.64	100	3.31	71.42	76	22.24	80
SE	Siriri	2022	29.95	99.65	0	6.38	31.93	5	13.55	54
BA	Barra da Estiva	2022	32.28	67.30	0	3.84	58.84	47	8.52	79
BA	Filadélfia	2022	52.39	77.00	100	2.79	60.03	46	18.65	20
BA	Livramento de Nossa Senhora	2022	50.83	54.02	100	3.41	57.14	73	12.20	61
BA	Mansidão	2022	37.14	36.01	100	3.59	25.29	15	0.35	80
BA	Santana	2022	53.98	70.37	100	4.04	63.94	86	5.64	52
MG	Buenópolis	2022	57.18	79.75	100	9.10	75.98	32	12.87	60
MG	Campina Verde	2022	59.75	79.12	100	10.17	73.94	63	27.31	32
MG	Careaçu	2022	61.88	89.92	100	12.22	61.71	60	29.58	68
MG	Comendador Gomes	2022	38.81	59.70	0	36.05	81.85	74	7.02	44
MG	Dionísio	2022	36.27	96.01	0	12.17	57.30	33	12.40	52
MG	Divino	2022	35.50	92.64	0	4.83	65.82	16	19.98	31
MG	Heliodora	2022	33.11	90.14	0	5.43	55.39	4	26.76	20
MG	Ibitiúra de Minas	2022	35.89	98.82	0	24.75	53.43	4	21.00	25
MG	Jacuí	2022	54.68	80.27	100	8.89	65.23	6	19.47	57
MG	Luislândia	2022	31.86	83.31	0	13.41	72.78	8	3.26	17
MG	Mantena	2022	59.38	88.20	100	3.77	71.58	60	12.89	71
MG	Nazareno	2022	39.27	93.98	0	8.15	64.10	18	27.10	64
MG	Pedras de Maria da Cruz	2022	52.97	74.09	100	6.38	49.23	72	3.39	87
MG	Pompéu	2022	59.23	90.36	100	5.37	77.32	27	22.13	44
MG	Pouso Alto	2022	65.61	78.15	100	17.76	89.63	72	23.66	69
MG	São Gonçalo do Abaeté	2022	30.94	79.38	0	11.29	45.43	5	16.90	64
MG	São João da Lagoa	2022	30.76	70.53	0	13.82	59.93	21	0.26	71
MG	Silvianópolis	2022	53.30	86.93	100	5.39	60.46	3	7.79	78
MG	Sobrália	2022	37.84	97.47	0	12.97	59.71	75	3.25	52
MG	Teixeiras	2022	55.03	88.29	100	5.44	65.73	31	8.61	56
MG	Varzelândia	2022	55.96	88.94	100	7.07	60.33	65	6.54	55
RJ	Comendador Levy Gasparian	2022	70.04	99.22	100	13.34	79.71	88	41.45	52
RJ	Cantagalo	2022	64.34	84.72	100	9.45	77.13	50	42.79	49
RJ	Itaperuna	2022	66.88	96.87	100	5.44	86.48	66	26.61	71
RJ	Quissamã	2022	63.27	97.37	100	7.44	71.76	68	19.12	74
SP	Bady Bassitt	2022	67.20	99.56	100	2.44	81.55	78	35.14	51
SP	Cabreúva	2022	67.04	99.77	100	8.15	86.62	71	15.80	89
SP	Marinópolis	2022	61.21	97.27	100	26.87	74.70	15	28.85	10
SP	Monte Alto	2022	66.83	99.85	100	5.60	81.16	80	19.77	86
SP	Quadra	2022	50.33	93.85	0	29.36	92.89	54	27.81	73
SP	Rio Grande da Serra	2022	63.18	100.00	100	6.79	65.21	72	19.10	83
SP	Roseira	2022	74.53	98.93	100	6.15	68.97	76	96.18	16
SP	Santa Rosa de Viterbo	2022	63.82	98.67	100	4.98	77.77	45	24.39	72
SP	São José do Rio Pardo	2022	68.74	98.55	100	5.74	84.60	73	35.89	66
SP	São Sebastião	2022	77.77	99.76	100	22.68	91.64	84	62.10	60
PR	Altônia	2022	57.46	96.16	100	6.22	68.64	54	17.86	11
PR	Bela Vista da Caroba	2022	52.79	88.04	100	12.40	38.88	46	9.76	70
PR	Cambé	2022	66.37	99.47	100	3.11	66.25	88	32.18	85
PR	Curitiba	2022	75.73	100.00	100	12.53	92.44	89	48.22	84
PR	Flor da Serra do Sul	2022	37.12	61.94	0	15.27	69.29	53	21.84	69
PR	Ivatuba	2022	70.73	99.99	100	36.91	92.72	71	18.15	60
PR	Nova Aliança do Ivaí	2022	66.43	98.95	100	25.19	91.61	72	11.01	42
PR	Nova Londrina	2022	61.65	96.29	100	6.45	82.66	60	9.66	55
PR	Paiçandu	2022	67.00	99.99	100	3.26	68.29	79	37.15	80
PR	Pérola d'Oeste	2022	57.28	88.76	100	8.03	48.08	75	19.46	64
PR	Santa Lúcia	2022	65.55	96.54	100	13.72	93.05	72	8.73	62
PR	Santo Antônio do Caiuá	2022	40.00	91.84	0	13.37	64.93	62	14.37	64
PR	Sapopema	2022	32.39	66.47	0	7.47	63.52	66	7.44	45
PR	Tamarana	2022	58.65	79.12	100	9.34	54.11	94	34.69	24
SC	Antônio Carlos	2022	61.26	63.92	100	7.42	67.81	89	40.67	58
SC	Canelinha	2022	61.78	91.69	100	6.50	74.18	68	12.77	79
SC	Mirim Doce	2022	45.26	66.89	100	6.67	33.94	37	1.65	67
SC	Palhoça	2022	74.25	99.98	100	6.59	91.47	88	45.96	84
SC	Paulo Lopes	2022	66.05	95.45	100	9.19	53.90	85	42.67	87
SC	Penha	2022	70.80	100.00	100	10.39	91.23	85	34.13	59
SC	Pescaria Brava	2022	54.04	98.80	100	6.54	28.98	39	27.42	56
SC	Timbé do Sul	2022	58.32	72.66	100	15.47	68.85	51	22.33	60
SC	Turvo	2022	60.37	92.19	100	5.11	83.81	76	11.42	23
RS	Arroio Grande	2022	63.77	88.09	100	13.28	79.42	73	22.98	54
RS	Campos Borges	2022	57.81	91.88	100	9.22	80.64	10	1.44	80
RS	Erval Seco	2022	53.03	79.75	100	7.36	54.70	11	20.65	59
RS	Morro Reuter	2022	70.49	98.23	100	16.58	92.73	67	41.44	35
RS	Pontão	2022	47.72	52.74	100	15.16	45.38	51	20.73	19
MS	Fátima do Sul	2022	61.22	83.25	100	4.85	77.23	39	22.86	84
MT	Carlinda	2022	58.09	54.24	100	6.45	66.04	82	32.10	74
MT	Colíder	2022	63.17	81.89	100	3.72	86.66	52	25.14	73
GO	Brazabrantes	2022	52.70	79.81	100	8.35	63.59	10	3.41	79
GO	Cristalina	2022	59.48	86.93	100	8.03	74.41	74	8.21	59
GO	Goiás	2022	58.84	73.77	100	6.23	71.35	86	11.89	75
GO	Inhumas	2022	65.59	96.92	100	6.70	79.39	81	32.20	37
AC	Mâncio Lima	2021	49.54	63.14	100	3.93	54.58	65	1.51	62
AC	Plácido de Castro	2021	46.24	64.05	100	6.38	50.29	52	1.13	27
PA	Almeirim	2021	55.07	68.06	100	9.81	76.39	73	6.48	35
PA	Floresta do Araguaia	2021	41.39	56.20	100	2.48	42.17	40	2.26	11
PA	Soure	2021	36.15	91.90	0	3.99	66.71	95	1.19	23
TO	Dois Irmãos do Tocantins	2021	23.53	41.90	0	7.17	42.73	64	1.00	56
MA	Bela Vista do Maranhão	2021	51.43	81.09	100	2.26	44.66	60	8.20	62
MA	Buriti Bravo	2021	49.68	75.54	100	4.28	47.67	63	0.34	56
MA	Ribamar Fiquene	2021	45.74	56.88	100	6.54	45.02	46	1.58	60
MA	Tasso Fragoso	2021	29.95	61.01	0	11.90	55.95	69	3.21	44
PI	Bertolínia	2021	29.29	79.94	0	18.65	54.21	8	4.33	28
PI	Boa Hora	2021	20.76	64.81	0	7.51	36.97	10	2.34	11
PI	Pedro Laurentino	2021	26.60	57.00	0	40.30	42.37	5	6.28	35
CE	Carnaubal	2021	43.41	70.35	100	2.89	47.20	6	6.25	10
CE	Guaiúba	2021	58.55	97.22	100	7.76	57.17	69	14.08	56
RN	Grossos	2021	53.15	89.39	100	9.75	40.60	58	14.18	47
RN	Lajes Pintadas	2021	37.72	79.42	0	21.56	73.83	49	0.25	73
RN	Portalegre	2021	48.75	67.99	100	9.71	47.73	6	14.79	61
RN	Serra Caiada	2021	47.99	79.89	100	7.24	41.63	15	6.64	57
PB	Boa Vista	2021	49.97	68.24	100	10.68	56.17	17	11.75	51
PB	Igaracy	2021	30.57	83.52	0	12.66	49.72	55	3.31	22
PB	Gado Bravo	2021	38.53	44.95	100	9.30	17.54	24	5.94	63
PB	Remígio	2021	55.85	93.42	100	5.15	56.52	40	10.38	70
PB	Serra Branca	2021	48.01	70.37	100	5.58	45.98	35	6.48	54
PE	Abreu e Lima	2021	62.98	99.53	100	5.10	83.87	82	4.71	61
PE	Itapissuma	2021	62.44	100.00	100	10.41	74.50	89	0.62	75
PE	Tacaratu	2021	42.44	69.19	100	5.83	32.52	23	6.50	18
PE	Taquaritinga do Norte	2021	57.53	85.38	100	8.72	61.92	76	4.91	77
AL	Branquinha	2021	44.56	75.37	100	4.93	32.15	32	0.62	49
SE	Ilha das Flores	2021	35.03	99.99	0	6.03	59.95	21	0.23	76
BA	Anagé	2021	41.27	31.07	100	8.47	44.67	36	1.47	66
BA	Barra do Rocha	2021	49.52	65.93	100	4.66	51.32	60	0.68	71
BA	Barreiras	2021	61.25	91.45	100	8.27	82.03	70	10.71	47
BA	Biritinga	2021	40.09	56.01	100	4.82	31.86	38	1.80	21
BA	Ibipeba	2021	25.46	57.63	0	9.77	36.42	72	4.53	38
BA	Licínio de Almeida	2021	44.84	59.94	100	6.24	40.86	17	9.98	53
BA	Prado	2021	51.60	60.22	100	4.55	60.48	64	1.39	86
BA	Saúde	2021	50.24	73.36	100	3.96	56.77	69	0.95	36
BA	Utinga	2021	47.98	72.26	100	6.65	48.80	54	8.36	12
MG	Alpinópolis	2021	52.56	86.48	100	7.69	58.94	32	7.11	40
MG	Ataléia	2021	47.81	54.60	100	8.23	51.29	65	3.06	54
MG	Brasília de Minas	2021	54.29	78.00	100	7.92	62.75	55	5.54	62
MG	Campo Belo	2021	60.96	96.90	100	6.62	73.35	66	12.98	55
MG	Diogo de Vasconcelos	2021	30.74	56.33	0	20.40	45.17	63	7.05	80
MG	Durandé	2021	48.85	66.99	100	19.52	57.78	6	7.44	36
MG	Estrela do Sul	2021	39.30	90.04	0	22.33	62.50	70	1.30	80
MG	Fernandes Tourinho	2021	35.29	86.22	0	22.03	56.92	66	3.12	40
MG	Fervedouro	2021	49.62	63.97	100	13.89	49.10	42	4.98	69
MG	Heliodora	2021	51.04	80.27	100	7.76	46.01	5	37.64	3
MG	Igaratinga	2021	62.30	96.60	100	23.06	69.83	48	10.38	79
MG	Indianópolis	2021	35.26	79.46	0	33.00	57.71	73	3.34	24
MG	Ipaba	2021	53.95	94.30	100	2.72	55.58	66	0.13	51
MG	Itaipé	2021	45.64	49.01	100	5.97	42.76	61	3.07	70
MG	Jampruca	2021	50.19	70.83	100	18.85	44.42	61	1.18	56
MG	Juruaia	2021	53.93	74.36	100	7.14	64.88	57	9.76	46
MG	Nova Ponte	2021	61.32	82.73	100	11.21	72.43	90	13.89	67
MG	Paulistas	2021	52.36	57.74	100	10.72	65.61	65	1.50	75
MG	Alto Jequitibá	2021	54.34	74.90	100	9.30	55.72	57	18.17	49
MG	Rio Paranaíba	2021	62.73	71.85	100	16.64	79.73	90	18.71	71
MG	Santa Maria de Itabira	2021	52.87	62.37	100	9.46	60.84	73	5.53	67
MG	São João Batista do Glória	2021	39.20	85.57	0	10.22	69.07	81	8.11	63
MG	São João da Mata	2021	31.16	75.20	0	9.37	66.78	2	8.61	45
ES	Afonso Cláudio	2021	50.93	71.07	100	11.02	58.47	21	4.51	69
RJ	Sumidouro	2021	51.76	49.39	100	14.72	64.47	69	14.70	38
RJ	Três Rios	2021	67.15	98.35	100	8.73	84.21	89	24.31	55
RJ	Valença	2021	61.48	88.47	100	7.66	61.28	90	19.66	77
SP	Cajuru	2021	60.44	94.42	100	10.62	66.63	58	19.80	52
SP	Capela do Alto	2021	61.58	98.86	100	6.05	61.12	61	27.40	59
SP	Cássia dos Coqueiros	2021	60.96	82.36	100	30.99	64.22	70	21.67	40
SP	Flora Rica	2021	63.62	91.33	100	55.19	66.38	24	10.55	81
SP	Itapura	2021	54.99	83.49	100	15.44	51.73	66	21.26	16
SP	Itu	2021	68.81	99.68	100	16.10	84.00	76	26.13	72
SP	Santa Albertina	2021	39.23	97.39	0	17.03	72.42	38	1.04	71
SP	São José do Barreiro	2021	56.39	79.37	100	24.82	60.40	39	5.80	79
SP	São José do Rio Preto	2021	70.97	99.98	100	9.04	88.15	94	30.60	77
PR	Boa Vista da Aparecida	2021	57.59	82.65	100	13.66	67.53	64	1.97	79
PR	Campo Bonito	2021	56.36	73.08	100	34.79	59.60	72	8.59	36
PR	Inajá	2021	57.27	97.31	100	16.46	60.71	44	10.29	41
PR	Janiópolis	2021	56.98	75.64	100	20.78	87.61	11	1.76	63
PR	Japira	2021	54.86	84.82	100	15.64	50.62	54	7.12	70
PR	Paulo Frontin	2021	51.80	59.90	100	20.79	49.81	53	9.51	75
PR	Pinhão	2021	49.40	60.60	100	7.85	50.11	35	7.29	85
PR	Reserva	2021	52.29	55.72	100	8.59	57.72	62	8.70	90
PR	Terra Rica	2021	56.82	90.56	100	9.04	58.16	70	12.77	43
SC	Águas Mornas	2021	61.06	61.58	100	19.33	84.93	58	23.76	66
SC	Atalanta	2021	51.44	71.11	100	16.17	35.92	70	8.76	76
SC	Botuverá	2021	46.46	41.26	100	9.53	37.24	66	17.47	64
SC	Celso Ramos	2021	56.75	54.38	100	28.46	75.15	58	9.53	71
SC	Passos Maia	2021	46.28	39.76	100	12.62	35.34	71	14.37	69
SC	Pomerode	2021	60.28	85.90	100	8.18	68.70	72	27.29	35
SC	Videira	2021	64.79	94.06	100	6.17	72.75	80	30.36	60
RS	Ametista do Sul	2021	52.98	76.08	100	6.95	71.47	10	13.37	40
RS	Brochier	2021	50.26	76.49	100	10.02	42.31	69	7.19	40
RS	Imigrante	2021	50.25	63.11	100	16.56	51.56	30	15.11	48
RS	Iraí	2021	39.09	77.96	0	21.88	58.66	58	19.12	79
RS	Itaara	2021	67.75	95.23	100	41.50	89.09	44	16.68	57
RS	Nova Prata	2021	56.81	90.94	100	8.25	63.84	30	28.88	15
RS	Presidente Lucena	2021	70.07	98.40	100	25.94	87.74	24	38.91	75
RS	Quevedos	2021	27.61	47.88	0	18.40	44.83	38	9.55	74
RS	Sant'Ana do Livramento	2021	65.62	93.79	100	12.23	79.88	78	19.83	74
RS	São João da Urtiga	2021	53.89	68.85	100	11.11	61.91	37	14.32	67
RS	Torres	2021	69.53	98.64	100	22.19	86.68	77	20.72	81
MS	Dourados	2021	67.67	97.17	100	10.71	83.12	68	27.74	77
MT	Alto Boa Vista	2021	42.92	63.25	100	3.62	37.42	6	4.24	57
MT	Guiratinga	2021	50.13	80.00	100	8.16	41.79	58	2.80	59
GO	Uruaçu	2021	62.65	91.76	100	8.74	77.96	92	9.74	62
AC	Rodrigues Alves	2024	34.53	43.39	50	16.09	43.85	53	16.67	65
AM	Tefé	2024	28.11	84.37	0	5.68	40.41	53	12.48	45
PA	Bragança	2024	52.82	87.40	100	12.53	45.12	56	21.18	71
PA	Ipixuna do Pará	2024	43.14	47.81	100	16.58	41.90	53	5.00	66
PA	Piçarra	2024	26.35	34.85	50	11.24	34.42	30	0.88	47
PA	Ulianópolis	2024	43.72	75.28	100	10.11	35.42	66	7.80	35
TO	Guaraí	2024	54.85	92.17	100	15.58	63.78	62	18.50	50
TO	Lagoa da Confusão	2024	36.84	63.45	50	18.39	49.19	20	27.89	45
TO	Porto Nacional	2024	58.73	89.18	100	21.15	74.77	56	34.52	55
MA	Nova Olinda do Maranhão	2024	41.60	69.76	100	13.82	39.39	30	0.47	54
MA	Presidente Dutra	2024	55.72	86.92	100	15.03	58.21	64	6.96	71
PI	Campinas do Piauí	2024	32.95	42.32	50	30.07	31.90	7	7.67	75
PI	Manoel Emídio	2024	44.11	73.89	100	28.23	39.82	11	1.65	73
PI	Matias Olímpio	2024	50.22	62.84	100	18.39	32.57	2	16.53	55
PI	Porto Alegre do Piauí	2024	43.93	71.97	50	83.65	44.95	9	23.53	23
PI	São Julião	2024	56.85	90.25	100	16.30	55.90	12	23.72	43
CE	Choró	2024	54.05	57.33	100	44.43	45.76	58	2.10	71
CE	Frecheirinha	2024	53.29	90.97	100	9.17	49.74	13	20.17	28
CE	Guaiúba	2024	64.65	97.42	100	27.91	45.18	59	17.31	58
CE	Guaraciaba do Norte	2024	60.49	91.76	100	18.06	41.84	66	38.91	55
CE	Itaiçaba	2024	59.51	93.48	50	51.42	54.09	15	43.93	70
CE	Orós	2024	62.39	93.55	100	29.97	41.95	48	37.23	70
CE	Solonópole	2024	52.62	64.97	100	24.02	42.17	52	25.17	69
CE	Tianguá	2024	59.74	91.77	100	16.25	51.47	47	28.91	47
RN	Barcelona	2024	43.82	81.60	0	48.74	34.28	40	37.11	27
RN	Boa Saúde	2024	39.07	74.76	0	22.63	37.91	14	15.11	66
PB	Congo	2024	35.86	79.71	0	29.40	57.02	20	15.58	15
PB	Manaíra	2024	36.66	64.65	50	9.35	37.59	31	11.05	50
PB	Paulista	2024	25.66	62.04	0	12.34	34.01	9	3.72	39
PB	Princesa Isabel	2024	42.56	86.81	50	11.54	51.24	26	11.89	29
PB	Santa Cruz	2024	42.45	79.92	50	16.55	33.03	2	11.05	40
PE	Afrânio	2024	27.16	50.04	0	18.09	37.08	62	12.07	20
PE	Orocó	2024	34.68	44.92	50	10.64	56.26	49	37.30	4
PE	Passira	2024	44.79	80.05	50	8.41	33.52	46	6.39	53
PE	São José do Belmonte	2024	50.48	66.48	100	16.33	45.33	50	12.19	57
AL	Maravilha	2024	49.97	66.15	100	15.44	56.36	19	15.59	59
SE	Pacatuba	2024	41.59	71.93	50	15.74	54.76	9	4.05	37
BA	Barra do Mendes	2024	33.58	56.10	50	10.46	33.08	54	27.22	31
BA	Buerarema	2024	61.04	89.39	100	13.28	57.13	55	14.70	54
BA	Caculé	2024	52.83	67.22	100	8.60	52.05	36	48.43	59
BA	Macarani	2024	24.52	81.55	0	4.43	25.84	10	18.18	38
BA	Paripiranga	2024	34.61	69.05	50	5.38	32.05	6	31.31	19
BA	Ponto Novo	2024	32.63	75.67	0	13.39	35.62	37	29.07	15
BA	São Gonçalo dos Campos	2024	60.31	95.95	100	9.54	43.98	52	2.15	76
BA	Serrolândia	2024	55.07	89.61	50	14.46	47.82	56	47.83	41
BA	Simões Filho	2024	71.33	99.88	100	27.41	73.13	61	19.11	84
BA	Ubaitaba	2024	57.44	82.93	100	13.91	57.33	63	22.22	35
BA	Valença	2024	53.53	74.14	100	10.55	53.74	66	30.22	55
MG	Alvorada de Minas	2024	49.26	68.48	0	69.41	57.16	50	41.99	29
MG	Coromandel	2024	58.04	82.75	100	28.32	52.02	49	43.12	71
MG	Divisa Alegre	2024	61.92	98.22	100	23.03	68.82	49	14.28	50
MG	Jacinto	2024	44.67	80.69	50	26.86	42.10	40	13.41	74
MG	Nacip Raydan	2024	40.23	77.48	0	61.55	44.70	23	19.49	30
MG	Pratinha	2024	34.35	61.42	0	40.84	46.12	34	9.12	71
MG	Recreio	2024	40.79	96.71	0	22.05	39.97	17	18.48	19
MG	Rio Pardo de Minas	2024	35.68	49.99	50	13.73	40.15	47	11.69	61
MG	Rubelita	2024	20.05	39.07	0	17.95	30.61	1	18.40	26
